w_id,s_id,idx,viet,viet_similar_words,eng,eng_similar_words
8441,5548,5,khu,"ánh, trách nhiệm",area,"light, responsibility"
8442,5549,9,túi,"nhảy múa, nhìn",bag,"dance, look"
8443,5549,3,vui,"hỗn loạn, rẻ",fun,"chaotic, cheap"
8444,5550,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
8445,5550,5,hài hước,"hài lòng, la hét",humorous,"satisfied, scream"
8446,5551,2,ngắn,"lá, quần dài",short,"leaf, trouser"
8447,5553,5,ngủ,"hội nghị, ngồi",Sleep,"conference, sit"
8448,5554,5,mary,"tony, mari",Mary,"tony, mari"
8449,5555,2,tỉnh táo,"nguy hiểm, xung quanh",conscious,"danger, around"
8450,5556,4,nguy hiểm,"điều khiển, vào cuộc",danger,"control, in"
8451,5557,5,paris,"luis, avis",Paris,"luis, avis"
8452,5557,3,nghệ thuật,"điện ảnh, báo chí",art,"cinema, press"
8453,5558,5,hai,"một số, mexico",two,"some, mexico"
8454,5558,1,hẹn,"tổn thương, máy bay",appointment,"damage, plane"
8455,5559,2,mary,"tony, mari",Mary,"tony, mari"
8456,5559,4,tranh cãi,"nỗ lực, giải cứu",argumentative,"effort, rescue"
8457,5560,3,mary,"tony, mari",Mary,"tony, mari"
8458,5560,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
8459,5561,4,trông,"lựa chọn, nặng nề",look,"select, heavy"
8460,5561,5,trẻ,"bay, nhu",young,"fly, soft"
8461,5562,6,sáu,"ba, tám",six,"three, eight"
8462,5562,4,rời,"nghỉ, từ bỏ",remove,"rest, give up"
8463,5563,6,tấn công,"di chuyển, sân bay",attack,"move, airport"
8464,5563,2,dự đoán,"mong đợi, bí ẩn",forecast,"expectation, secret"
8465,5564,4,dẫn đầu,"dịp, mặc",lead,"occasion, wear"
8466,5564,6,mét,"vé, giành",meter,"ticket, gain"
8467,5565,5,vui nhộn,"có ích, trẻ trung",funny,"useful, youthful"
8468,5566,5,mẹ,"chồng, vợ",Mom,"husband, wife"
8469,5566,3,gọi,"chuyện, bị cáo",call,"story, accused"
8470,5567,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
8471,5568,4,ý tưởng,"bài học, cánh tay",idea,"lesson, arm"
8472,5568,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
8473,5569,4,ngủ,"hội nghị, ngồi",Sleep,"conference, sit"
8474,5569,3,đi,"mọi, mất",Go,"all, lost"
8475,5570,4,tivi,"tuyết, âm thanh",television,"snow, sound"
8476,5570,6,phòng,"trại, tập trung",room,"camp, concentrate"
8477,5571,3,đề cập,"kế hoạch, gi",mention,"plan, gi"
8478,5571,7,mẹ,"chồng, vợ",Mom,"husband, wife"
8479,5572,10,tiếng,"điều, fax",language,"thing, fax"
8480,5572,6,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
8481,5574,5,băng,"tiễn, sàn",ice,"see, floor"
8482,5574,2,mary,"tony, mari",Mary,"tony, mari"
8483,5575,3,tiêu chí,"chúc, hình mẫu",criterion,"wish, model"
8484,5575,7,bầu chọn,"bình chọn, khát",voting,"vote, thirsty"
8485,5576,4,dừng,"nghẹn, ghé",stop,"choked, visit"
8486,5576,8,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
8487,5577,6,tức giận,"đau, tình hình",angry,"painful, situation"
8488,5577,2,trả lời,"măng tây, đất nước",reply,"asparagus, country"
8489,5578,1,tiền,"sân bay, đâu",money,"airport, where"
8490,5579,1,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
8491,5579,4,tổn thương,"khác biệt, hẹn",damage,"distinctive, appointment"
8492,5580,1,thị trấn,"em trai, tính cách",town,"younger brother, character"
8493,5580,7,mười,"tám, mươi",ten,"eight, fifty"
8494,5581,2,ổn,"chắc chắn, nên",fine,"sure, should"
8495,5582,4,cửa,"khẩu, cơm",door,"speech, rice"
8496,5582,3,khóa,"hỏa, tỏa",lock,"fire, radiate"
8497,5583,3,đóng,"đọc, tài năng",close,"read, talent"
8498,5583,4,cửa sổ,"hàng rào, so sánh",window,"fence, compare"
8499,5584,3,hài lòng,"vui mừng, cảm nhận",satisfied,"delighted, feel"
8500,5584,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8501,5585,3,công việc,"nhà tù, cảm xúc",job,"prison, feeling"
8502,5585,14,mệt mỏi,"đau khổ, giàu có",tired,"anguished, rich"
8503,5586,7,ngạc nhiên,"thích thú, tột cùng",surprised,"enjoy, ultimate"
8504,5586,4,ngưng,"im lặng, lành mạnh",stop,"silent, healthy"
8505,5587,3,sương,"quy tắc, thẻ",dew,"rule, card"
8506,5587,2,một chút,"tiếp theo, bắt đầu",a little bit,"next, begin"
8507,5588,8,tối ngày mai,"washington, đánh hơi",Tomorrow night,"washington, smell"
8508,5588,6,6,"7, 8",6,"7, 8"
8509,5589,3,bằng chứng,"quan tâm, cộng đồng",proof,"care about, community"
8510,5589,7,thuốc,"vật liệu, golf",medicine,"material, golf"
8511,5590,6,đi,"mọi, mất",Go,"all, lost"
8512,5590,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
8513,5591,14,quan điểm,"ngửi, khía cạnh",opinion,"smell, aspect"
8514,5591,5,chỉ trích,"chấp nhận, lên tiếng",criticize,"accept, spoke"
8515,5592,5,chó,"chim, gậy",dog,"bird, stick"
8516,5592,6,đẹp,"giỏi giang, kỹ",Pretty,"good, skill"
8517,5593,14,chim,"đào, độc",bird,"dig, toxic"
8518,5593,10,cá,"điện thoại, ann",fish,"phone, ann"
8519,5594,5,làm việc,"trực tiếp, đầu",work,"direct, head"
8520,5595,7,meth,"beth, beth",meth,"beth, beth"
8521,5595,6,nghiện,"bông tai, tiết",addiction,"earring, secretive"
8522,5596,8,trải,"điều, khoảng",spread,"thing, about"
8523,5596,3,tưởng tượng,"khác thường, hình phạt",imagine,"extraordinary, penalty"
8524,5598,3,năng động,"khéo léo, hạnh phúc",dynamic,"ingenious, happy"
8525,5599,3,bảo vệ,"hộ tống, liên lạc",protect,"escort, contact"
8526,5599,9,nạn nhân,"công nhân, du khách",victim,"worker, visitors"
8527,5600,2,sách,"golf, đèn",book,"golf, lamp"
8528,5601,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
8529,5602,8,máy bơm,"tử tế, cừu",pump,"kind, sheep"
8530,5604,5,gia đình,"sinh viên, tài liệu",family,"student, document"
8531,5605,5,một mình,"đất nước, lặng lẽ",alone,"country, quiet"
8532,5606,2,súng,"dơi, nhóc",gun,"bat, kid"
8533,5606,1,rút,"vay, hại",withdraw,"get a loan, damage"
8534,5607,4,điện thoại,"học sinh, vận động viên",phone,"pupil, athlete"
8535,5608,5,mary,"tony, mari",Mary,"tony, mari"
8536,5608,8,hôn,"nộp, lái",kiss,"submit, driving"
8537,5609,4,lớp học,"chuỗi, đầy",class,"string, full"
8538,5610,4,vai,"vận chuyển, cổ",shoulder,"transport, neck"
8539,5610,3,đóng,"đọc, tài năng",close,"read, talent"
8540,5611,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
8541,5611,2,nghi ngờ,"chuyến, trở ngại",suspect,"trip, obstacle"
8542,5612,4,đêm,"bận tâm, bạc",night,"bother, silver"
8543,5612,7,mười,"tám, mươi",ten,"eight, fifty"
8544,5613,2,đạn xuyên,"bão tuyết, chó sói",piercing,"snowstorm, wolf"
8545,5613,4,cơ thể,"gắn bó, cảm giác",body,"stick, feeling"
8546,5614,9,công việc,"nhà tù, cảm xúc",job,"prison, feeling"
8547,5615,3,rửa,"biết bao, li",wash,"how much, li"
8548,5616,3,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
8549,5616,2,lái,"lái xe, lính",driving,"drive, soldier"
8550,5617,1,bình,"bức, nâu",jar,"pervasive, brown"
8551,5617,2,xăng,"tóc, khăn",gasoline,"hair, towel"
8552,5618,4,giúp,"làm, bị",help,"do, bag"
8553,5619,1,đừng,"ai, thế kỷ",do not,"who, century"
8554,5619,5,lạnh,"vô địch, nhà máy",cold,"champion, factory"
8555,5620,5,tiếng,"điều, fax",language,"thing, fax"
8556,5620,6,cười,"xanh, mùa",laugh,"green, season"
8557,5621,8,trường học,"nghĩa trang, giá cả",school,"cemetery, price"
8558,5622,5,mưa,"hè, trường",rain,"summer, school"
8559,5622,8,sáu,"ba, tám",six,"three, eight"
8560,5623,5,tắc nghẽn,"kẹt, ngược đãi",clogged,"stuck, mistreatment"
8561,5624,6,vui,"hỗn loạn, rẻ",fun,"chaotic, cheap"
8562,5624,5,niềm,"lên tiếng, điều khiển",cordiality,"spoke, control"
8563,5625,6,mười,"tám, mươi",ten,"eight, fifty"
8564,5625,4,đứa,"tàu, trạm",junior,"ship, station"
8565,5626,2,mary,"tony, mari",Mary,"tony, mari"
8566,5626,4,đi,"mọi, mất",Go,"all, lost"
8567,5627,3,làm việc,"trực tiếp, đầu",work,"direct, head"
8568,5628,3,trang web,"ưu đãi, dự đoán",website,"endow, forecast"
8569,5628,5,mary,"tony, mari",Mary,"tony, mari"
8570,5629,6,lăm,"hai mươi, ba mươi",five,"twenty, thirty"
8571,5629,5,mười,"tám, mươi",ten,"eight, fifty"
8572,5630,6,nói dối,"ngắn ngủi, bản án",lie,"short, judgment"
8573,5630,3,bảo,"thổi, cái",tell,"blow, female"
8574,5631,12,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
8575,5631,2,phổ biến,"dân thường, thùng thình",popular,"civilian, baggy"
8576,5632,3,buồn cười,"chọc tức, lố bịch",funny,"exasperate, ridiculous"
8577,5634,6,một mình,"đất nước, lặng lẽ",alone,"country, quiet"
8578,5635,6,tiền,"sân bay, đâu",money,"airport, where"
8579,5635,5,giấu,"ngầm, chữa",hide,"implicit, cure"
8580,5636,5,trường,"thuyền, vực",school,"boat, area"
8581,5636,4,khuôn viên,"xuồng, điều khiển",campus,"canoe, control"
8582,5637,4,tiền,"sân bay, đâu",money,"airport, where"
8583,5638,1,âm nhạc,"bóng đá, án mạng",music,"football, murder"
8584,5639,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
8585,5639,5,kế hoạch,"bất tỉnh, mẹ",plan,"unconscious, mom"
8586,5640,3,đợi,"quyết tâm, nặng nề",wait,"determination, heavy"
8587,5641,7,hòa bình,"hòa hợp, hòa âm",peace,"harmonious, harmonize"
8588,5641,1,hai,"một số, mexico",two,"some, mexico"
8589,5642,10,trẻ,"bay, nhu",young,"fly, soft"
8590,5642,9,đứa,"tàu, trạm",junior,"ship, station"
8591,5643,3,nói chuyện,"vẽ, chợ",talk,"draw, market"
8592,5644,3,chết,"ly dị, trung bình",die,"divorce, medium"
8593,5645,3,kẻ,"thanh niên, trốn",maiden,"adolescent, hide"
8594,5645,4,xấu,"doanh nghiệp, da",bad,"business, skin"
8595,5646,5,tôn trọng,"bình đẳng, gần gũi",respect,"equality, close"
8596,5646,7,cha mẹ,"cha mẹ, đồng minh",parents,"parents, ally"
8597,5647,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8598,5648,9,tranh,"sách, bức",painting,"book, pervasive"
8599,5649,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8600,5649,3,nói chuyện,"vẽ, chợ",talk,"draw, market"
8601,5650,2,giả sử,"mãi mãi, bất hợp pháp",suppose,"forever, illegal"
8602,5651,8,ngu ngốc,"bài học, có vẻ",stupid,"lesson, seemingly"
8603,5652,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
8604,5652,4,hạnh phúc,"khập khiễng, tiến bộ",happy,"lame, progress"
8605,5653,11,trường,"thuyền, vực",school,"boat, area"
8606,5655,2,mary,"tony, mari",Mary,"tony, mari"
8607,5655,4,đi,"mọi, mất",Go,"all, lost"
8608,5656,3,thông tin,"tài liệu, dữ liệu",information,"document, data"
8609,5657,1,hôm nay,"sợ hãi, mùa",Today,"scared, season"
8610,5657,2,ổn,"chắc chắn, nên",fine,"sure, should"
8611,5658,4,đi,"mọi, mất",Go,"all, lost"
8612,5659,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
8613,5659,4,tiếng,"điều, fax",language,"thing, fax"
8614,5660,10,bơ,"sai lệch, khát",butter,"deviation, thirsty"
8615,5660,8,khác biệt,"tổn thương, cuộc sống",distinctive,"damage, life"
8616,5661,11,hàng rào,"cửa sổ, em trai",fence,"window, younger brother"
8617,5661,10,sơn,"thi đấu, tháo",paint,"play, remove"
8618,5662,3,tiếc,"cơ hội, hết mình",unfortunate,"opportunity, devoted"
8619,5662,8,trẻ,"bay, nhu",young,"fly, soft"
8620,5663,3,rút lui,"bất cẩn, công cộng",withdrew,"careless, public"
8621,5663,2,ra lệnh,"thua, thiên vị",command,"lose, biased"
8622,5664,3,hoa,"rau, cây",flower,"vegetable, tree"
8623,5664,7,đường,"điện, đất",road,"electricity, land"
8624,5665,6,con gái,"con gái, chú",Daughter,"daughter, uncle"
8625,5665,3,kiên nhẫn,"văn minh, cha mẹ",patient,"civilized, parents"
8626,5666,1,cà phê,"chuối, gia vị",coffee,"banana, spice"
8627,5666,4,vị,"thức ăn, đài",taste,"food, radio"
8628,5667,3,trách,"bận, ủng hộ",blame,"busy, donate"
8629,5667,7,mơ,"dự định, câu chuyện",dream,"plan, story"
8630,5669,4,ổ cứng,"máy tính, ô tô",hard drive,"computer, car"
8631,5670,7,tv,"thang máy, san",TV,"elevator, san"
8632,5670,1,tuyên bố,"bất chấp, mặc",declare,"defy, wear"
8633,5671,5,sắc thái,"cocktail, đánh hơi",nuance,"cocktail, smell"
8634,5671,9,hôm nay,"sợ hãi, mùa",Today,"scared, season"
8635,5672,8,văn phòng,"lỗ, trụ sở",office,"hole, headquarters"
8636,5672,4,cánh,"đạp, gãy",wing,"bicycle, broken"
8637,5673,5,trưa,"hỏi thăm, yên ổn",lunch,"ask about, peaceful"
8638,5674,3,thể loại,"cửa sổ, anh trai",category,"window, older brother"
8639,5674,4,nhạc,"xương, âm nhạc",music,"bone, music"
8640,5675,7,bữa,"thực đơn, hàng ngũ",meal,"menu, rank"
8641,5675,8,tối,"tối cao, sẽ",dark,"supreme, will"
8642,5676,4,nói chuyện,"vẽ, chợ",talk,"draw, market"
8643,5677,7,cửa,"khẩu, cơm",door,"speech, rice"
8644,5677,6,cánh,"đạp, gãy",wing,"bicycle, broken"
8645,5678,3,hài lòng,"vui mừng, cảm nhận",satisfied,"delighted, feel"
8646,5680,3,bánh,"báo, hình",cake,"newspaper, image"
8647,5680,1,làm ơn,"nghĩa vụ, phản bội",Please,"obligation, betray"
8648,5681,6,phiền,"nhút nhát, thì thầm",mind,"timid, whisper"
8649,5682,4,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
8650,5682,5,bận rộn,"hạnh phúc, cố gắng",busy,"happy, try"
8651,5683,13,tương lai,"tăng trưởng, thành đạt",future,"growth, successful"
8652,5683,3,hứa,"hẹn, kỷ niệm",promise,"appointment, celebrate"
8653,5684,2,làm phiền,"gặp gỡ, hư hại",bother,"encounter, damage"
8654,5684,1,đừng,"ai, thế kỷ",do not,"who, century"
8655,5685,12,cải thiện,"thềm, kết hợp",improve,"shelf, combine"
8656,5685,4,tận dụng,"dấu vết, tra cứu",take advantage,"trace, search"
8657,5686,4,kết hôn,"nổ, cổ phiếu",marry,"explode, share"
8658,5687,10,giàu,"đại, nổi tiếng",rich,"grand, famous"
8659,5687,16,sụp đổ,"tương lai, bút",fall,"future, pen"
8660,5688,8,tuần,"bận tâm, thống nhất",week,"bother, unified"
8661,5688,4,thăm,"chúc mừng, bàn đạp",visit,"congratulations, pedal"
8662,5689,3,lỗi,"cân bằng, cân đối",error,"balance, balanced"
8663,5689,7,tai nạn,"giấy phép, trẻ em",accident,"license, children"
8664,5690,3,cây bút,"bản án, thung lũng",pen,"judgment, valley"
8665,5690,2,31,"30, chỗ",31,"30, place"
8666,5691,6,lãng,"phát âm, đọc",romantic,"pronounce, read"
8667,5691,5,xao,"cảnh, như không",flutter,"scene, as not"
8668,5692,8,nguy hiểm,"điều khiển, vào cuộc",danger,"control, in"
8669,5692,6,đường,"điện, đất",road,"electricity, land"
8670,5693,8,một mình,"đất nước, lặng lẽ",alone,"country, quiet"
8671,5693,5,ý định,"đất nước, né tránh",intent,"country, dodge"
8672,5695,3,thư,"lọn, khoảng cách",letters,"curl, distance"
8673,5695,5,mẹ,"chồng, vợ",Mom,"husband, wife"
8674,5696,9,kinh tế,"phát thanh, trống rỗng",economy,"radio, empty"
8675,5696,8,tăng trưởng,"tương lai, tăng giá",growth,"future, rise"
8676,5697,5,tín dụng,"thiên văn học, mua sắm",credit,"astronomy, shopping"
8677,5697,4,thẻ,"cấu hình, thư ký",card,"configuration, secretary"
8678,5698,5,rau,"hoa, đội",vegetable,"flower, team"
8679,5699,4,xe hơi,"ánh sáng, điện ảnh",car,"light, cinema"
8680,5700,4,mặc,"đau đầu, tuyên bố",wear,"headache, declare"
8681,5700,5,đồng phục,"mồi, diễn tập",uniform,"bait, rehearse"
8682,5701,4,giành,"hình phạt, lặng lẽ",gain,"penalty, quiet"
8683,5701,5,chiến thắng,"tài khoản, trẻ em",win,"account, children"
8684,5702,3,nick,"truyền thuyết, khiếu nại",nick,"legend, complaint"
8685,5702,2,coi thường,"giỏi giang, hào nhoáng",disregard,"good, flashy"
8686,5703,13,suy nghĩ,"trống, vòi",think,"drum, hose"
8687,5703,9,họp,"nặng, kỷ niệm",meeting,"heavy, celebrate"
8688,5704,7,bạn bè,"đối thủ, dấu vết",friend,"competitor, trace"
8689,5704,4,thăm,"chúc mừng, bàn đạp",visit,"congratulations, pedal"
8690,5706,7,bảy,"tám, mười",seven,"eight, ten"
8691,5706,3,rời,"nghỉ, từ bỏ",remove,"rest, give up"
8692,5707,3,muộn,"thầm, đối phó",late,"silent, cope"
8693,5707,6,lịch trình,"ký ức, di chuyển",schedule,"memory, move"
8694,5708,5,bóng đá,"bóng đá, âm nhạc",football,"football, music"
8695,5709,6,guitar,"xe đạp, nhạc cụ",guitar,"bicycle, musical instrument"
8696,5709,7,điện,"đường, năng lượng",electricity,"road, energy"
8697,5710,2,dừng,"nghẹn, ghé",stop,"choked, visit"
8698,5710,5,cửa hàng,"sân bay, mic",shop,"airport, mic"
8699,5711,3,trẻ,"bay, nhu",young,"fly, soft"
8700,5712,1,mặt trời,"lợi dụng, trung cổ",sun,"take advantage, medieval"
8701,5713,1,thái độ,"phát thanh, chú ý",attitude,"radio, attention"
8702,5714,4,đổ,"đóng băng, lãng quên",pour,"freeze, oblivion"
8703,5714,5,lỗi,"cân bằng, cân đối",error,"balance, balanced"
8704,5715,6,hạnh phúc,"khập khiễng, tiến bộ",happy,"lame, progress"
8705,5715,9,cuộc đời,"câu chuyện, đời",lifetime,"story, lifetime"
8706,5716,5,mary,"tony, mari",Mary,"tony, mari"
8707,5717,4,sững sờ,"vâng, đi",stunned,"yes, go"
8708,5718,3,râu,"cạo, quần",beard,"shave, trousers"
8709,5718,4,hầu như,"tột cùng, có mặt",almost,"ultimate, present"
8710,5719,10,công ty,"lập, tổ chức",company,"establish, organization"
8711,5720,3,nghiêm túc,"dường như, nói",serious,"seemingly, speak"
8712,5721,6,chuột,"ngô, dâu",mouse,"corn, strawberry"
8713,5721,3,đuổi,"muối, mở cửa",chase,"salt, open"
8714,5722,8,bánh,"báo, hình",cake,"newspaper, image"
8715,5722,9,sandwich,"gia vị, bưu thiếp",sandwich,"spice, postcard"
8716,5723,3,háo hức,"trưởng thành, sở thích",eager,"mature, interest"
8717,5723,4,khoe,"đẹp trai, thích",show off,"handsome, prefer"
8718,5724,4,tờ,"bất động, chữ",sheet,"motionless, letter"
8719,5724,5,báo,"quỹ, vương quốc",newspaper,"fund, realm"
8720,5725,6,vàng,"hoa, rau",Yellow,"flower, vegetable"
8721,5725,2,gái,"tạm, tiền",girl,"temporary, money"
8722,5726,1,công ty,"lập, tổ chức",company,"establish, organization"
8723,5726,5,lỗ,"văn phòng, chỗ",hole,"office, place"
8724,5728,6,đài,"lều, vải",radio,"tent, fabric"
8725,5728,4,pin,"thẻ, chai",battery,"card, bottle"
8726,5729,3,nghiên cứu,"lượt, ngụ ý",study,"turn, implies"
8727,5729,6,ký tự,"định dạng, xét nghiệm",kin,"format, test"
8728,5730,7,khắp,"ngày mai, sáng",alloy,"tomorrow, bright"
8729,5730,6,lang thang,"hàng xóm, lạc quan",wandering,"neighbor, optimistic"
8730,5731,1,yêu,"mùa, lo ngại",Love,"season, fear"
8731,5731,5,mary,"tony, mari",Mary,"tony, mari"
8732,5732,13,tom,"hợp đồng, tháo",Tom,"contract, remove"
8733,5732,8,phòng,"trại, tập trung",room,"camp, concentrate"
8734,5733,4,bữa,"thực đơn, hàng ngũ",meal,"menu, rank"
8735,5733,5,tối,"tối cao, sẽ",dark,"supreme, will"
8736,5734,4,hôi thối,"sông, xấu hổ",stink,"river, shy"
8737,5734,2,phim,"trượt, phần mềm",movie,"slip, software"
8738,5735,4,yêu,"mùa, lo ngại",Love,"season, fear"
8739,5735,2,mary,"tony, mari",Mary,"tony, mari"
8740,5736,6,vụ việc,"cảnh tượng, địa điểm",case,"spectacle, location"
8741,5737,3,vui,"hỗn loạn, rẻ",fun,"chaotic, cheap"
8742,5738,9,tàu,"trạm, quốc hội",ship,"station, national assembly"
8743,5738,13,năm tuổi,"phát minh, tạm biệt",five -year -old,"invented, goodbye"
8744,5739,4,trả lời,"măng tây, đất nước",reply,"asparagus, country"
8745,5739,3,câu,"gương, chứng",sentence,"mirror, proof"
8746,5740,3,tivi,"tuyết, âm thanh",television,"snow, sound"
8747,5741,3,kín đáo,"địa điểm, thuận tiện",discreet,"location, convenient"
8748,5742,2,mua,"trồng, nắng",buy,"plant, sunny"
8749,5742,6,sản xuất,"tiếp xúc, xuồng",manufacture,"contact, canoe"
8750,5743,5,phòng,"trại, tập trung",room,"camp, concentrate"
8751,5743,6,sạch sẽ,"nghỉ ngơi, cáo buộc",clean,"rest, alleged"
8752,5744,8,rời,"nghỉ, từ bỏ",remove,"rest, give up"
8753,5744,9,đi,"mọi, mất",Go,"all, lost"
8754,5745,6,mary,"tony, mari",Mary,"tony, mari"
8755,5745,4,hành vi,"nhỏ bé, mảnh",behavior,"tiny, slender"
8756,5746,3,có nghĩa là,"có nghĩa, khẩu hiệu",means,"meaning, slogan"
8757,5747,5,xảy,"ngay, mất",occur,"right, lost"
8758,5747,4,ý tưởng,"bài học, cánh tay",idea,"lesson, arm"
8759,5749,5,trí nhớ,"vải, mái tóc",memory,"fabric, hair"
8760,5750,3,áo khoác,"khuôn mặt, vân",jacket,"face, cloud"
8761,5751,10,tom,"hợp đồng, tháo",Tom,"contract, remove"
8762,5752,12,nhạc,"xương, âm nhạc",music,"bone, music"
8763,5752,2,mary,"tony, mari",Mary,"tony, mari"
8764,5753,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8765,5753,4,sợ,"mùa, cơn",scared,"season, attack"
8766,5754,9,muộn,"thầm, đối phó",late,"silent, cope"
8767,5754,7,dậy,"ý định, mớ",wake up,"intent, bunch"
8768,5755,4,bác sĩ,"bệnh viện, tính cách",doctor,"hospital, character"
8769,5755,7,tư vấn,"liên lạc, thử",advise,"contact, try"
8770,5756,3,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
8771,5757,3,đánh rơi,"mơ ước, mất tích",drop,"dream, disagreement"
8772,5758,2,quyết định,"tỷ lệ, ánh",decision,"proportion, light"
8773,5758,7,chủ nhật,"quốc tịch, tước",Sunday,"nationality, stripped"
8774,5759,3,rời,"nghỉ, từ bỏ",remove,"rest, give up"
8775,5759,4,đi,"mọi, mất",Go,"all, lost"
8776,5760,2,hát,"đọc, giọng",sing,"read, tone"
8777,5760,8,g,"về, quay",g,"about, turn"
8778,5761,7,chi tiêu,"thất bại, tuổi trẻ",spending,"failure, youth"
8779,5761,5,tiền,"sân bay, đâu",money,"airport, where"
8780,5762,3,hát,"đọc, giọng",sing,"read, tone"
8781,5763,4,tin tức,"giá cả, ngập lụt",news,"price, flood"
8782,5765,7,thành,"công, tống",wall,"labour, expedion"
8783,5765,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
8784,5766,9,bữa,"thực đơn, hàng ngũ",meal,"menu, rank"
8785,5766,11,tối,"tối cao, sẽ",dark,"supreme, will"
8786,5767,6,đau,"thèm, đầy đủ",painful,"crave, full"
8787,5769,2,lốp,"sói, sắt",tire,"wolf, iron"
8788,5769,1,nhà máy,"vận động viên, vô địch",factory,"athlete, champion"
8789,5770,4,mua,"trồng, nắng",buy,"plant, sunny"
8790,5770,5,sách,"golf, đèn",book,"golf, lamp"
8791,5771,13,tom,"hợp đồng, tháo",Tom,"contract, remove"
8792,5771,8,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
8793,5773,7,đi,"mọi, mất",Go,"all, lost"
8794,5773,6,ta,"người, khác",I,"people, other"
8795,5775,11,hai,"một số, mexico",two,"some, mexico"
8796,5775,6,hai,"một số, mexico",two,"some, mexico"
8797,5776,6,hoạt động,"nghề, kết nối",work,"profession, connect"
8798,5777,4,du lịch,"đầu tư, thu",tourism,"invest, collect"
8799,5777,3,đi,"mọi, mất",Go,"all, lost"
8800,5778,3,mệt mỏi,"đau khổ, giàu có",tired,"anguished, rich"
8801,5778,5,tranh luận,"con số, hình dung",debate,"number, imagine"
8802,5779,2,chạm,"cây, nút",touch,"tree, button"
8803,5779,8,ta,"người, khác",I,"people, other"
8804,5780,7,phút,"hoảng loạn, cơ hội",minute,"panic, opportunity"
8805,5780,1,tàu,"trạm, quốc hội",ship,"station, national assembly"
8806,5781,5,anh trai,"em trai, thung lũng",Older brother,"younger brother, valley"
8807,5781,8,bài tập,"quy mô, nghiện",exercise,"scale, addiction"
8808,5782,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8809,5782,7,xin lỗi,"gia đình, hài lòng",Sorry,"family, satisfied"
8810,5783,3,hộp,"trung, pha",box,"central, phase"
8811,5783,2,mary,"tony, mari",Mary,"tony, mari"
8812,5784,4,lưng,"mảnh, cách ly",back,"slender, isolation"
8813,5784,2,cười,"xanh, mùa",laugh,"green, season"
8814,5785,9,thư viện,"nhà hát, biệt thự",library,"theater, villa"
8815,5785,2,mary,"tony, mari",Mary,"tony, mari"
8816,5787,6,coi trọng,"vững, hợp tác",respect,"stable, cooperate"
8817,5787,7,công việc,"nhà tù, cảm xúc",job,"prison, feeling"
8818,5788,3,mái,"bay, trẻ",roof,"fly, young"
8819,5788,1,rơi,"bơi lội, bỏ rơi",fall,"swimming, abandon"
8820,5789,3,gọi,"chuyện, bị cáo",call,"story, accused"
8821,5789,4,đi,"mọi, mất",Go,"all, lost"
8822,5791,4,độc tài,"khoe khoang, hiệp ước",dictatorial,"boast, pact"
8823,5791,6,đa số,"vương quốc, tối cao",majority,"realm, supreme"
8824,5792,5,tốt đẹp,"thân thiện, vui mừng",good,"friendly, delighted"
8825,5792,10,sống,"đời, tiện lợi",living,"lifetime, convenient"
8826,5793,3,bình tĩnh,"đơn giản, vội",calm,"simple, hurry"
8827,5794,4,đi,"mọi, mất",Go,"all, lost"
8828,5797,4,nghỉ,"nghiên cứu, nói",rest,"study, speak"
8829,5797,3,đi,"mọi, mất",Go,"all, lost"
8830,5798,2,chủ,"vì, luôn",owner,"because, always"
8831,5800,1,áo khoác,"khuôn mặt, vân",jacket,"face, cloud"
8832,5800,8,ấm áp,"thiên vị, bận tâm",warm,"biased, bother"
8833,5801,6,bơi,"giẫm đạp, rock",swim,"trampling, rock"
8834,5802,4,tổn thương,"khác biệt, hẹn",damage,"distinctive, appointment"
8835,5802,1,trông,"lựa chọn, nặng nề",look,"select, heavy"
8836,5803,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8837,5804,2,đồng ý,"chắc chắn, khiếu nại",Agree,"sure, complaint"
